Quests	Misc	Status	Props	Name	World ID	Size / Type	Description
		x		Crono	3165861813294334552	Small World	Nothing of Note
		x		Crowd6 Crowns	3020561585983304335	Small World	Nothing of Note
	x	x	x	Cruel	The World was not found	The World was not found	
	x	x	5	Crying While Eating Donuts	7546322614251893325	Large World	
	x	x	x	Crystal Cows	3609481487158859906	Small world	Nothing of note
	x	x	x	Crystal Park	1188027524428313618	Small World	Nothing of Note
		x	63	CtrlAltElite	7294038416513670256	Small World	Nothing of Note.
	x	x	x	Cube Stars	8572283711046098124	Empty World	
	x	x	27	Cult of the Black Lilly	3480218175786290825	Small World	Nothing of Note.
		x		Cult of the Doors	1949408871715600856	Medium World	Nothing of Note
		x		cumulonimbus	9128443488568977480	Small World	Nothing of Note.
		x		cumulus	8363061928728844377	Small World	Nothing of Note.
	x	x	x	Cumzies Vault	Vault World	Vault World	
		x		CuriousESP	8656561464347912854	Medium World	Nothing of Note
		x		cVoxels	2970010913949274451	Small World	Nothing of Note
	x	x	15	Cyberian Sages	7067582118065467366	Empty World	
	x	x	x	Da Cap Bo Vien	Vault World	Vault World	
	x	x	x	Da Caps	8994028027375846593	Small World	Nothing of Note
	x	x	8	DAEDRICOS	2942272576359773465	Empty World	
	x	x	11	Dah ho0d	7565518437794026775	Small World	Nothing of Note.
	x	x	x	Daisuki	1414682814677719923	Empty World	
	x	x	x	Daniyild	Vault World	Vault World	
	x	x	x	Dantes inferno	The World was not found	The World was not found	
		x		darck skull lord killer club	6195259796247546456	Small World	Nice Spawn
	x	x	x	Dark Aura	464459430286364219	Empty World	
		x		Dark Faeries	7467677500037512634	Empty World	
		x		Dark Fairies	7747282180753642621	Empty World	
		x		DarknessDragon	5427405358883180307	Small World	Nothing of Note
	x	x	9	Darthland	53919192638182244	Small World	Nothing of note
		x		Day	7309275898158538971	Small World	Nothing of Note
	x	x	x	Dazo's Alpha World: Roller Coasters, Merry-Go-Rounds & Portals!	Museum World	Museum World	
	x	x	x	Dead Man Walking	7413140276107564646	Small World	Nothing of Note.
	x	x	x	Death spirit	5762368938553658974	Empty World	
	x	x	x	Debt	Vault World	Vault World	
	x	x	x	Deeemons	Vault World	Vault World	
		x		Default / Magistrate	5770525848605758250	Beta Club World / Enemies & Dungeons	
		x		Delve Gateway	8029036071707752602	Empty World	
		x		Dem Blocks Tho	6174028043879174512	Small World	Nothing of Note
	x	x	x	Den Welt Von Zwei Fuch	7762321095672533170	Small world	Nothing of note
	x	x	11	deps world	6872239561954105503	Small World	Nothing of Note
		x		Derivation	1747294208062777223	Small World	Nothing of Note
		x	80	DerpyFamily	1366566678594049839	Small World	Nothing of Note.
		x		Destiny Fantasy	7109418423413520492	Small World	Nothing of Note
		x		Devils Tears	7684196977906946312	Small World	Nothing of Note.
		x		Diamond Napo	7655839114940864371	Small World	Nothing of Note.
		x		DIE Gummibaerenbande	4734910336284558116	Small World	Nothing of Note
		x		DIE PEOPLE HEAD	7042173855181869696	Small World	Nothing of Note
		x		DieToolenHushne	4281395742937727502	Small World	Nothing of Note.
	x	x	x	Digital Mundo	3201976795471219133	Small World	Nothing of Note
		x		Dinastia Mistica	7588938962965728808	Large World	Nothing of Note.
		x		DiscplesOfRefLeff	5066712934068259993	Small World	Nothing of Note
		x		Divine Demons	6612800640713419435	Empty World	
		x		Dobrochan	2453724455468477709	Small World	Nothing of Note.
		x		Dolphins Are Awesome	1464430227331099630	Small World	Nothing of Note
		x		Domadagamers	6783707181148248391	Empty World	
	x	x	x	Donk Squad	Vault World	Vault World	
		x		Draconic Clan	6265102096936642089	Empty World	
		x		Dragon Heads	8519147330427982463	Small World	Nothing of Note
		x		Dragon Power	381508207716236215	Small World	Nothing of Note
	x	x	x	DragonFighters09	Vault World	Vault World	
		x		Dragonico	3967663960148977855	Empty World	
		x		Dragons Blood Oath	8655375951425843205	Small World	Nothing of Note
		x		Dragons Like Us	8648630132977932760	Small World	Nothing of Note.
		x		Dragons on the Inside	5788952914711278867	Small World	Nothing of Note
		x		Draig Clan	4469977429208153987	Small World	Nothing of Note.
	x	x	x	Drak Abyss	4551193315156422661	Empty World	Empty World
		x	10	Drashika	3243299038255060059	Small World	Nothing of Note
		x		Dream Crew	8654135423721402698	Small World	Nothing of Note.
		x		DreamLand X	5583400882432335685	Small World	Nothing of Note
		x		Drifters / League of Treasure Hunters	5073293032460464204	Empty World	
	x	x	x	Drive Ahead	8823588683567463816	Small World	Nothing of Note
		x		Drowned World	5890270490102049241	Small World	Nothing of Note.
	x	x	x	Duelists	1843448838899832876	Small World	Nothing of Note
	x	x	x	Dysblockian Future	The World was not found	The World was not found	
	x	x	x	Dyzfunctional's | R69L	Museum World	Museum World	
	x	x	x	E Scandal in Oras	306229110629469193	Small World	Nothing of Note
		x		EABMODEL	3377563930142064057	Small World	Nothing of Note
		x		Earth	4638225210736799335	Small World	Nothing of Note
	x	x	x	Earthclaws	Museum World	Museum World	
		x		EasyISee	2602990494062817389	Bot World	Bot World
		x		eca familly	8377827379389587389	Small World	Nothing of Note
		x		Ecchievement Hunters	8767852349233039708	Small World	Nothing of Note
		x		Echo Corporation	6432361241099243585	Empty World	
		x		Echoing Vale	7388306323877616846	Empty World	
	x	x	x	Edge Of Dreams	4562224001641438797	Empty World	Empty World
		x	2703	Edgy Universe	6422409646265371293	Medium World	Nothing of Note
	x	x	x	Eight	2788456921336537276	Empty World	
		x		Elemental Elites	8448971220882009510	Small World	Nothing of Note
		x		Elements of Gaming / Default	6267901300860596970	Medium World	Nothing of Note
		x	260	Eleven	8339980231252857709	Small world	Nothing of note
	x	x	x	eLIAS1234	Vault World	Vault World	
		x		Elite Supremacy / Penguin	3426717470151930438	Small World	Nothing of Note
		x		Elites of Chaos	7623584613037370197	Empty World	
		x		elle maaya night brielle	7332473486468322196	Small World	Nothing of Note
		x		Ellements / Beta Legacy	2538305060495465373	Small World	Nothing of Note
	x	x	x	Elysian Dragons	Redirects to Hub	Redirects to Hub	
		x		Elysian Guardians	7856931195000899564	Empty World	
	x	x	47	Embershard	266758107477489655	Small World	Nothing of Note.
	x	x	x	Empire of Dragon	Vault World	Vault World	
		x		Empty Devourer	8741899018601933865	Small World	Nothing of Note
		x		enderboy	1269619412464643487	Small World	Nothing of Note.
	x	x	1592	Energy	6837867487721970193	Large World	Nothing of Note
		x		Enmei style	5589364977831731619	Empty World	
		x		Enoki	4375326622839044437	Small World	Nothing of Note
		x		EntreIIia / Speed of Gods	680763469886100810	Medium World	Nothing of Note
	x	x	227	Eriziris	9178838649715303325	Small World	Nothing of note
		x		Escuadron Omega	8344346382130513557	Small World	Nothing of Note
	x	x	x	Estoqie	Vault World	Vault World	
		x		Estrogen	4532011899499273059	Small World	Nothing of Note.
	x	x	x	Eternal Skyguards	Redirects to Hub	Redirects to Hub	
		x		Eternal Survivors	156292146040459441	Small World	Nothing of Note.
		x		Euterpe	5512195853445813435	Small World	Nothing of Note
		x		Evil Crusaders	7631570100659584205	Small World	Nothing of Note
	x	x	x	Ex Poor	Vault World	Vault World	
	x	x	x	Exabyte Radiance	3073973959119423225	Small World	Nothing of Note
	x	x	33	Exotic and powerful lands	258282627871016919	Small world	Nothing of note
		x		Extraordinary Gentlemen	8466521650300985055	Empty World	
	x	x	x	Extrodinary Gentlemen	The World was not found	The World was not found	
		x		F4Z3 C14N	7488700646099813847	Small World	Nothing of Note
	x	x	51	Fae Tombs	2068852202751356502	Small World	Nothing of note
		x		Faerie Eclipse	7134208347568248180	Small World	Nothing of Note
	x	x	69	Fairy Soul	3618210445698122346	Medium World	Nothing of Note
	x	x	x	Fairy Tail Valut	Vault World	Vault World	
	x	x	x	Fajni Ludzie	Vault World	Vault World	
		x		Fallen	2934949373420861376	Empty World	
		x		FallenBlackDog	7681226102863943608	Small World	Nothing of Note
		x	29	Falling Feather	8829470444910513735	Small World	Nothing of Note
		x		Falling Sun	8815262928845052066	Small World	Nothing of Note.
		x		Fandou Garden	6761770039392178199	Small World	Nothing of Note
		x	9	FarmXtrem	5326902464577000719	Small World	Nothing of Note
		x		Fast Fuel	4104420514978652068	Small World	Nothing of Note
		x		Fat Shack	2804849080168458107	Small World	Nothing of Note
	x	x	x	Fattest Fatties	Vault World	Vault World	
	Club Portals	x	91	FGF	109175484665876721		
	x	x	x	Fiesta Online	The World was not found	The World was not found	
		x		FirBucket	2815665565885666613	Small World	Nothing of Note.
	x	x	421	Fire Dragons	4667617431850783943	Empty World	Beta Club World / Enemies & Dungeons
	x	x	x	Fire Shadows	981176173652665708	Empty World	
		x		Fires of Wind	3090415067869775690	Small World	Nothing of Note
	x	x	x	FIREXZED	Vault World	Vault World	
	x	x	x	First Scenario	635121766408301339	Empty World	
	x	x	x	fishydemize	2596025002341109403	Small world	Nothing of note
	x	x	x	Five	2153201169359337423	Empty World	
	x	x	x	Fizaree	Vault World	Vault World	
	x	x	x	Flame Heart Pirates	Vault World	Vault World	
		x		FlameDragonClub	7130169898822479024	Small World	Nothing of Note
		x		Flameing Chiltopia	6116049456857637695	Small World	Nothing of Note
		x		Flicat	303051607082415072	Small World	Nothing of Note
		x		Flipper Cartel	237008933627386368	Large World	Nothing of Note
		x		Flower bed	1966868067880063367	Small World	Nothing of note
		x		Flower Sea	7083189661786052309	Small World	Nothing of Note
		x		Flowery World	6915010341975191331	Empty World	
	x	x	1	Flowmies	7069185425995341695	Small World	Nothing of note
		x		Flux Cove	5206237106611377809	Empty World	
	x	x	x	Flux Me	The World was not found	The World was not found	
		x		FluxFlux Clan	6447732375702555128	Small World	Nothing of Note
		x		fluxing club	5140798166556852827	Medium World	Nothing of Note
		x		For Flux Sake	7381899446821343494	Medium World	Nothing of Note
		x		ForceRunner	897958744207251463	Small World	Nothing of Note
		x	185	Formannhaus	6595363983493297848	Small World	Nothing of Note
	x	x	24	Fort Jager	652910798355734997	Small world	nothing of note
	x	x	x	Four	6979430296037062966	Empty World	
		x		Four Twenty	3059439726690561827	Small World	Nothing of Note
	x	x	x	FoxLane	Vault World	Vault World	
	x	x	x	FoxWorld	5666915025211365085	Empty World	
		x		Freakland	4188478152772104332	Empty World	
	x	x	160	Free Trovianer	168967283338435002	Medium World	Nothing of Note
	x	x	23	Fremulon	2749724018368921103	Small World	Nothing of Note
		x	1268	FrenchArmy Xtrem	1564852359184547868	Large World	Nothing of Note.
		x		Frozen Tear	5819506705329860477	Small World	Nothing of Note
		x		FrozenHeart	2244099416318001638	Small World	Nothing of Note.
		x		FUN LIER	4606273870894672374	Small World	Nothing of Note
		x		Funatukakuritai	3971658421598274348	Small World	Nothing of Note.
		x		Funereal	2434295972804827363	Small World	Nothing of Note
		x		FuSang	5176034934200249457	Small World	Nothing of Note
		x		Futaba Kindergarten	6535283544220120171	Small World	Nothing of Note
		x		Gamer Nerds	7684325123787938944	Small World	Nothing of Note
		x	647	GameStop	8345891186844587029	Small World	Nothing of Note
		x	260	Gangyu Milkers	3808486710983038406		Pixel Art, small charmander and squirtle statues
	x	x	44	Ganjaland	5939300234371627582	Small World	Nothing of Note
	x	x	x	Garden Home	3445998159093176720	Small World	Nothing of Note.
	x	x	x	GardeningforEver	4488463320586072199	Small world	Nothing of note
		x		GardeningSpot	784066573480305719	Empty World	
	x	x	x	Gatinis	Vault World	Vault World	
		x		Gem Sick	5393909448585280897		
		x		Gentlemen of Success	5392965134267115592	Small World	Nothing of Note
		x		Get Gud Nate	3672318089199882435	Small World	Nothing of Note
		x		ggatery	5175901118605883742	Bot World	
		x		GHost	7275985660907047044	Small World	Nothing of Note
	x	x	x	Ghost Variable	8437328414314976793	Bot World	Bot World
	x	x	87	ghostt00n plaza	4344812178738694197	Small World	Nothing of Note
		x		GhostVariable	2609133825561933469	Bot World	Bot World
	x	x		Gilindors Sanctuary	5802177097393102749	Small World	Nothing of Note.
		x		Giraffes dont exist	7481469161420448486	Small World	Nothing of Note
	x	x	20	GNS	1203055379901427559	Small world	Nothing of Note
		x		God Damn NO	3741022473952820567	Small World	Nothing of Note
		x		God of Elements	8450008108081811740	Small World	Nothing of Note.
		x		God of Trove	2502368487026116547	Small World	large unfinished tree
		x		God Seekers	2286404429495617805	Small World	Nothing of Note
	x	x	111	Golden Dragon Warrior	3245389323750830857		
	x	x	x	Goldens Club House	Redirects to Hub	Redirects to Hub	
	x	x	x	Goldpot	Vault World	Vault World	
		x		Goodest Noodles	4994252014144745135	Small World	Nothing of Note
	x	x	x	gorfishtrove	Vault World	Vault World	
	x	x	x	Gorilla City	Vault World	Vault World	
	x	x	x	GorillaFanClub	7764247342716084122	Empty World	Empty World
	x	x	258	Gorts Goonies	4075627223516307179	Small world	Nothing of note
		x	6	Gorua	2960452471041302400	Small World	
	x	x	x	Gravity Sucks / Default	2887923476283467456	Empty World	
		x	5	GreenKenzi	1549490973038021004	Large World	Nothing of Note.
	x	x	x	Gringos Paradise	5981160804028108485	Small world	nothing of note
		x	386	Grumble	8026326216770730199	Small World	Nothing of Note.
		x		GUARDIANS of Trove	4890941307795368538	Small World	Nothing of Note
	x	x	x	H3ROZ	Vault World	Vault World	
	x	x	x	Habana cuba	1905310218217360966	Small world.	Nothing of note
		x		HalfCraft	3432251094270060881	Small World	Nothing of Note
	x	x	1	Hanging Gardens of Babylon	3483602171569761054	Small World	Nothing of Note
	x	x	4	Hard Party	8335131137801738659	Small World	Nothing of Note.
	x	x	x	HardStuck	Vault World	Vault World	
	x	x	x	Hate	8574827416277390064	Empty World	
	x	x	x	Hatuyu	126265167654114355	Small World	Nothing of Note
	x	x	1	Heart of Vivi	1850773172974220055	Small World	Nothing of Note.
		x		Heaven Is Closed	8666563739835702731	Small World	Nothing of Note
		x		Heckbug Monarch	1433158830418486292	Small World	Nothing of Note.
		x		Heckriya	7815157556660758100	Bot World	
		x		Helix	64698564587145191	Empty World	
		x		Hell Braker	3058819669223078906	Small World	Nothing of Note.
		x		HellBreaker	8670500616820455221	Small World	Nothing of Note.
		x		HellRide	7983915142793518653	Large World	
		x	209	Hells Glory	6032811448311838095	Small World	Nothing of Note
		x		Hellven Hides	5242949413074331194	Empty World	
	x	x	x	helosa	Vault World	Vault World	
	x	x	7	Heppatitties	3295164739899439111	Small World	Nothing of Note
		x	125	Heroes of Radiant	4815724967882438188	Medium World	Nothing of Note
		x	3150	Hidden Kings	4383613262207357911	Small World	Nothing of Note.
		x	9	Hidden Shinobi	4196922698688117090	Small World	Nothing of Note
	x	x	52	Hideout of Sotilis	3367276146798217373	Small World	Nothing of note
	x	x	x	High Heaven Sect	Vault World	Vault World	
		x	786	Hivemind	7916526844624328290	Large World	Nothing of Note
	x	x	x	Hnis	2570006023802799612	empty world	
		x		HO HO Honey Whiskey	2460183844234778258	Small World	Nothing of Note.
		x		Hobbits	127190171206147361	Small World	Nothing of Note
		x		Hollands Hoop	4701383247852822739	Small World	Nothing of Note.
	x	x	23	Hollow Chaos	8388513322565141478	Small World	Nothing of Note
		x		Hollowmire	4542086271960727511	Empty World	
	x	x	44	HolyKorgi	2198749961654822743	Small world	nothing of note
		x		Home of RedRum	5197250744469484365	Small World	Nothing of Note
	x	x	x	Hoop4Prez	6336204494203964915	Empty World	
	x	x	x	Horizon	8679884958211995707	Small World	Nothing of Note.
		x		Horizonte Rojo	2887602779687757177	Small World	Nothing of Note.
		x		Hortensis And Montana / H&M	8001026781722609722	Small World	Nothing of Note
		x		HOSTAR	8783363290314389692	Small World	Nothing of Note.
		x		Hot Eye	4028397632665898224	Small World	Nothing of Note
	x	x	15	House of Dragon	6640337013505762754	Small World	Nothing of Note
	x	x	67	HST Killers	6653005355659409034	Small world	nothing of note
	x	x	x	Hub	Vault World	Vault World	
		x		human	1105540356374213401	Empty World	
	x	x	x	Hungary	7275965883649136185	Small World	Nothing of Note
	x	x	x	Hus	8585456773151094501	Small World	Nothing of Note
		x		Hyper Clan	3423670989931317830	Small World	Nothing of Note.
		x		Hyyn&Sin	5881200498109602789	Small World	Nothing of Note
	x	x	45	I love asian girls	753665972342454082	Small world	Nothing of note
		x	625	I NEED MORE LIGHT	5939998471559425111	Small World	Nothing of Note
		x		Iaughing Coffin	1027242855200570057	Small World	Nothing of Note
		x		IAvengersI	5387120922083339450	Small World	Nothing of Note
		x		Ickrahnae Bloodline	4549439029706946350	Empty World	
	x	x	x	Icy Star	5504644448805621267	Small World	Nothing of Note.
		x	46	IdCritThat	4371989194570673160	Medium World	Nothing of Note
		x		II 1337Squad II	4920296710531504583	Small World	Nothing of Note
	x	x	x	Ijustwanttoplantafield	Vault World	Vault World	
		x		ikava	6626009421127166144	Small World	Nothing of Note.
	x	x	x	Illuet	5989750924162239572	Small World	Nothing of Note
	x	x	222	illvsion	4122767908890353147	Small World	Nothing of Note
		x		Im 40 Percent Trovian	3626479605552291559	Small World	Nothing of Note.
		x		ImmortalElysium	8558619084257823279	Small World	Nothing of Note.
		x		Immortals of Trove	1778059370920845019	Medium World	Nothing of Note
	x	x	x	Imperium DN	3948562222391015971	Small World	Nothing of Note
		x		Impure Spectrum	5715478742155009194	Small World	Nothing of Note
		x		In Your Igloo	9136814394483111387	Small World	Nothing of Note
	x	x	x	Infinite Grind	2598454880284927072	Small world	Nothing of note
		x		Infinity Spectrum	4002327391071581369	Small World	Nothing of Note
	x	x	x	Infiuence	5397900574355536993	Empty World	
	x	x	926	Influence	2314712755982537745	Small World	Nothing of Note
		x		Intel Core	5127946860512404250	Small World	Nothing of Note
		x		Interstellar	3988717598930685307	Empty World	
	x	x	x	Into The Fire	3785523624911171727	Empty World	
	x	x	x	Isis	4688642742822955539	Small World	Nothing of Note
	x	x		Island	1545589552602118001	Empty World	Empty World
		x		Island Nation	5971439578806552577	Small World	Nothing of Note
	x	x		Islands	7638091147799863068	Empty World	Empty World
		x		Itty Bitty Kitty City	3141355658548581827	Small World	Nothing of Note
	x	x	70	ItzTheJetBoxTeamZ	7945005563952695838	Small World	Nothing of Note
		x		J Squad Fan Club	4199155883177701621	Small World	Nothing of Note
	x	x	x	Japan Union	59653857429688025	Small World	Nothing of Note
	x	x	41	Japari Trove	4210888321989871895	Small world	Nothing of note
		x		Jauria De la Sombras	591752174926665430	Small World	Nothing of Note.
		x		Jayyy	5454446983105408279	Small World	Nothing of Note.
	x	x	x	Jazz's World	Museum World	Museum World	
		x		JepanWord	683991979425808826	Small World	Nothing of Note
		x		jetli	8017439604323811826	Small World	Nothing of Note
		x		Jinetes Del Apocalipsis	7320660761744400489	Small World	Nothing of Note
	x	x	x	jji jji	Vault World	Vault World	
	x	x	x	jkjdwkdj	Vault World	Vault World	
		x		Juneworld	8526756089458933820	Small World	Nothing of Note
		x		Just like minecraft	4967950808915914776	Small World	Nothing of Note
		x		Justice League	2276354463958199441	Empty World	
	x	x	4	K Z B	8246096759115920513	Small world	Nothing of note
	x	x	x	Kage No Kunshu	461354239268892418	Small World	Nothing of Note
	x	x	x	Kakaroto 347	Vault World	Vault World	
	x	x	x	Katebolone	1468329181529466434	Bot World	Bot World
		x		KatsuNoKaizoku	3953154675574141268	Empty World	
		x		King of Shadows	5002199016671538159	Small World	Nothing of Note
		x		KINGB0SS	2066123573848692386	Small World	Nothing of Note.
		x		Kioly Garden	1537516415659310026	Small World	Nothing of Note
	x	x	x	Kitai Love Byungssu	Vault World	Vault World	
		x		Kitten House	2800780260472143667	Small World	KittenMeowMeow's world
		x		Kiwiana	8100051942369505835	Small World	Nothing of Note
	x	x	x	Kizuna	The World was not found	The World was not found	
	x	x	x	kk1	3548802893880069758	Bot world / Stuff at 3316, 10,-2742	Bot world / Stuff at 3316, 10,-2742
	x	x	x	KKK Kewl Kids Klub	8451667951444814782	Small World	Nothing of Note
	x	x	x	Klub Kartel	2492862445514734443		Haikyuu Pixel Art
		x	287	Knights of the Cube	185913859054943924	Medium World	Nothing of Note
		x		Knights of the Turtles	2943459731402772623	Empty World	
	x	x	x	Kobayashi Ayaya	9174030133182477842	Empty World	Empty World
		x		Kokiri Island	6212360415454492037	Empty World	
		x		Kolofister	6669777355529177153	Small World	Nothing of note
		x		Kong	6524126158073056944	Small World	Nothing of Note.
		x		Kool Kats Klub	6286858443399974594	Small World	Nothing of Note
	x	x	x	Korone Box	Vault World	Vault World	
		x		Kortimuma	6217217588958569577	Bot World	Bot World
		x		krasivaya	7145140222851126731	Empty World	
	x	x	x	Kringspier Kietelaars	3486376825222939384	Empty World	
		x		KtFo	8485223559100174744	Small World	Nothing of Note
		x		Kuangchang	2537639974639922352	Small World	Nothing of Note
	x	x	528	Kynasty Wings	6496896208525298768	Small World	Nothing of Note
	x	x	x	l Etoile Du Saphir	Vault World	Vault World	
	x	x	x	L1KE	4316752278569174551	Empty World	Empty World
		x		L4 ord3n del Ca0s	5853972763275710338	Medium World	Nothing of Note
	x	x	x	la base des bases	Vault World	Vault World	
		x		La Raiz	6294847581629721863	Small World	Nothing of Note.
		x	34	Lady of Death	1087476610040177404	Small World	Nothing of Note
	x	x	x	Laffin Coffin	7300971625943990617	Small World	Nothing of Note
	x	x	x	LaggingBandits	1300606430664638287	Small World	Nothing of Note
	x	x	x	Landoria	880117400622980341	Small World	Nothing of Note
		x		Lands of Equestria	5196581688430359729	Medium World	Nothing of Note
	x	x	160	Lands of the Super	1825474942016153588	Medium World	Nothing of Note
	x	x	x	LaTiNoZ	Redirects to Hub	Redirects to Hub	
	x	x	x	Laughing Coffin	The World was not found	The World was not found	
		x		Lava Fire Farm	1110169898761678851	Small World	Nothing of Note.
		x		lawk	8676102931728279791	Small World	Nothing of Note
	x	x	x	LazyBee	6933041789872936670	Small world	Nothing of Note
		x		Le clan des patates frittes	7505255268853056649	Small World	Nothing of Note
	x	x	x	League of genji	Vault World	Vault World	
		x		League of Litschis	1473567340153432553	Empty World	
		x		League of Trove	5770848880608360039	Empty World	
	x	x	x	League Team	6194918065420847333	Empty World	Empty World
		x		LeftTittyJuice	37706489385229722	Empty World	
	x	x	15	Legacy Day Corp	2829416886380708637	Small World	Nothing of Note
		x		Legend Gamers	3777020869382667770	Small World	Nothing of Note.
	x	x	x	Legend God	The World was not found	The World was not found	
	x	x	6	Legend of Hyrule	1354105901486999763	Small World	Nothing of Note
		x		Legendarion Carbahenog	1842859904557194734	Empty World	
	x	x	15	LegendaryCoffee	1273462230993046858	Small World	Nothing of Note
		x		Legends Born In the Sky	3832707366098019035	Small World	Nothing of Note.
	x	x	x	Legends of Cake	7323179320981575447	Small World	Nothing of Note
	x	x	6	LegendsOfZelda	5356113254788720255	Small World	Nothing of Note
		x		Leircuo Home	669479327097868755		
		x		LERI GO	6390033790001177006	Empty World	
	x	x	x	LesPoulet	3879360830774087701	Small World	Nothing of Note
	x	x	x	let me vibe	Vault World	Vault World	
	x	x	301	Lethai	3613800899125933559	Small World	Nothing of Note
		x		LFM Pod Party	7079332967576477890	Empty World	
	x	x	x	Libert Walk	3727544422516354394	Small World	Nothing of Note
	x	x	52	Libert Walk	4013825598443167785	Small World	Nothing of note
	x	x	x	Liberty Rift	Vault World	Vault World	
		x		Life3	3159869971702791604	Medium World	Nothing of Note
		x		Light Dungeon Raiders	349279450735903344	Small World	Nothing of Note
	x	x	x	Light The Stars	5747166181088167790	Small World	Nothing of Note
		x		Lindstroms	2423805510094752065	Small World	Nothing of Note
		x		Liver Emperor	8269334359010302819	Empty World	
	x	x	x	Logomaniac141 World	937358682570457612	Empty World	Empty World
		x		Lord of the Legendarys / The Gaming Otakus Paradise	8143294114556414584	Small World	Nothing of Note.
		x		LordsOfLegion	5913179291103859727	Small World	Nothing of Note
	x	x	x	Los Vios Saen	435793307639236988	Empty world	
	x	x	x	Lost	7665369710743894270	Small world	2 large swords
	x	x	x	Luminous Kingdom	3109218848504231717	Empty World	Empty World
		x		Lunalia	2566216594381215787	Small World	Nothing of Note
	x	x	x	Lunar Kingz	3450629020067158077	Small World	Nothing of Note
	x	x	x	Lunaria	4125945990541374686	Small world	Nothing of Note
		x		Lycan Laggards	6590809141816371394	Large World	Nothing of Note.
		x		Lycoris Recoil	1977698704084354741	Small World	Nothing of Note
	x	x	x	Madder Sky	4598107481906162739	Empty World	
		x		Magma Drinkers	224333221216439206	Small World	Nothing of Note.
		x	995	Malicious Mafia / Default	2772363653068158330	Small World	Pixel Art / Small Castle
		x		Mamameow	8214664342386982454	Small World	Nothing of Note.
		x		Mandate of Heaven	9026173358801912957	Bot World	
	x	x	x	Mandecty	The World was not found	The World was not found	
	x	x	307	Mariland	6282820814197578246	Small World	Nothing of Note
		x		Masaki	4959321135775330746	Small World	Nothing of Note
		x		MassiveChest / TheCastle	5544170918098409233	Small World	Nothing of Note
		x		Masterbiter	7666588451711188450	Empty World	
		x		MayBaxBitBax	5866356624526764158	Small World	Nothing of Note
		x		Mayo	7820932574756280209	Empty World	
		x		Maytea	7572496889186675545	Small World	Nothing of Note
		x		Me Myse and Just Me	165020565032736944	Small World	Nothing of Note
		x		Meanace II Society	8660128975072733406	Small World	Nothing of Note
		x		MedevilTroving	5280062717319800818	Small World	Nothing of Note
	x	x	85	Mega Adventure	8744090018541426076	Small world	Nothing of Note
		x		Memento	588455707682275216	Small World	Nothing of Note
	x	x	x	Memories	Redirects to Hub	Redirects to Hub	
		x		meow & meow	2969624611460874667	Small World	Nothing of Note
		x		Merchant Corps	4278392246554798502	Small World	Nothing of Note
		x		Mercy No Mercy / Rastafari	46072762720652519	Small World	Nothing of Note.
		x		Meridian	3150898403155701615	Small World	Nothing of Note
	x	x	x	MgRonald	5006900835734111601	Small world	Nothing of note
		x		MichDirUndMir	6100879695367930620	Small World	Nothing of Note
	x	x	167	Midnight Sharks	8765295257921465523	Small World	Nothing of Note
	x	x	x	midnight show	4173116663302722009	Small world.	Nothing of note
		x		Mighty Freljord	7098236031050487532	Small World	Nothing of Note
	x	x	x	Mijinko	Vault World	Vault World	
		x		Mikkos World	8196619938885144939	Small World	Nothing of Note
	x	x	x	Millenia	The World was not found	The World was not found	
		x		mine word	3178940598051096897	Small World	Nothing of Note
		x		MInetropolisEU	3602164187328643190	Small World	Nothing of Note
		x		Mini Robber	5008766733963106543	Small World	Nothing of Note
	x	x	x	MinionTeam	1889106914448733734	Small world	Nothing of Note
		x	32	Minor Miners	102161294816014762	Small World	Nothing of Note.
		x		Misbetroven	4712737736402837385	Large World	Nothing of Note.
		x		MLG Pixels	2573954143138681720	Small World	Nothing of Note
	x	x	x	Mobius	6062675632485762366	Small world	Nothing of note
		x		Mochila1	3756615149157502594	Small World	Nothing of Note
		x		Mochilinhas BR	8707775256940623519	Small World	Nothing of Note
		x		moe szyslak fan club	1399736343749736462	Small World	Nothing of Note
	x	x	x	moke tea homeless	Vault World	Vault World	
		x		momofarm	702502424063758428	Small World	Nothing of Note
	x	x	x	Monte Cristo	Museum World	Museum World	
		x	146	Moon Castle	1250965210455791818	Small World	Nothing of Note
		x		MoonDancers	2811105068203339334	Empty World	
		x		Moonwing Warriors	3935482700732309950	Small World	Nothing of Note
	x	x	x	mortals of darkness	8606190966424616671	Small World	Nothing of note; Basic looking spawn
		x		MosTvGamerTroveThai	7036764869924331725	Small World	Nothing of Note.
		x		Mouse Topia	2946632422774493265	Small World	Nothing of Note
		x		Moyaxu	3690157678070581259	Empty World	
	x	x	34	Mr Q	5104690511200251174	Small World	Nothing of Note
	x	x	4	MSF	5667570144917320376	Small world	Nothing of Note
	x	x	2	MSLT	3225690405102171521	Small World	Nothing of Note
		x		MultiCoreGaming	3421741436941730721	Small World	Nothing of Note
	x	x	x	Mushroom Village. ILikePeanuts world	Museum World	Museum World	
	x	x	x	Music	7944587768797595434	Empty World	
		x		Musique	6620085780493347741	Empty World	
		x		My Chicken	1456172104121888372	Empty World	
		x		My Own Home	6128596971482025516	Small World	Nothing of Note
	x	x	507	My Tiny Block World	8112474803737814060	Large World	Nothing of Note
	x	x	x	My0Kingdom	4469491049536872685	Medium World	Nothing of Note
